seg_id,seg_label,xs,ys,zs,xe,ye,ze,xm,ym,zm,diameter
11,iseg,1.7495610156413319e-15,-5.669167518615723,-28.572500228881836,1.933258046176085e-15,-5.669167518615723,-31.572500228881836,1.8414095309087084e-15,-5.669167518615723,-30.072500228881836,0.6700000166893005
12,myelin_01,1.0147728935023192e-15,-5.669167518615723,-16.572500228881836,3.055851139962943e-15,-5.669167518615723,-49.90583419799804,2.035312016732631e-15,-5.669167518615723,-33.23916721343994,0.6700000166893005
13,myelin_01,3.0558511399629436e-15,-5.669167518615723,-49.905834197998054,5.0969293864235664e-15,-5.669167518615723,-83.23916816711424,4.076390263193255e-15,-5.669167518615723,-66.57250118255615,0.6700000166893005
14,myelin_01,5.096929386423568e-15,-5.669167518615723,-83.23916816711427,7.138007632884191e-15,-5.669167518615723,-116.57250213623047,6.11746850965388e-15,-5.669167518615723,-99.90583515167238,0.6700000166893005
15,node_01,7.138007632884191e-15,-5.669167518615723,-116.57250213623047,7.199239644641205e-15,-5.669167518615723,-117.57250213623047,7.168623638762698e-15,-5.669167518615723,-117.07250213623047,0.6700000166893005
16,myelin_02,7.199239644641205e-15,-5.669167518615723,-117.57250213623047,9.240317432292315e-15,-5.669167518615723,-150.90583292643228,8.21977853846676e-15,-5.669167518615723,-134.2391675313314,0.6700000166893005
17,myelin_02,9.240317432292316e-15,-5.669167518615723,-150.9058329264323,1.1281395219943426e-14,-5.669167518615723,-184.2391637166341,1.0260856326117871e-14,-5.669167518615723,-167.5724983215332,0.6700000166893005
18,myelin_02,1.1281395219943428e-14,-5.669167518615723,-184.23916371663412,1.3322473007594537e-14,-5.669167518615723,-217.57249450683594,1.2301934113768983e-14,-5.669167518615723,-200.90582911173504,0.6700000166893005
19,node_02,1.3322473007594537e-14,-5.669167518615723,-217.57249450683594,1.3383705866384498e-14,-5.669167518615723,-218.57249450683594,1.3353089436989518e-14,-5.669167518615723,-218.07249450683594,0.6700000166893005
20,myelin_03,1.3383705866384498e-14,-5.669167518615723,-218.57249450683594,1.542478280700266e-14,-5.669167518615723,-251.90582275390625,1.440424433669358e-14,-5.669167518615723,-235.2391586303711,0.6700000166893005
21,myelin_03,1.5424782807002664e-14,-5.669167518615723,-251.90582275390625,1.7465859747620823e-14,-5.669167518615723,-285.23915100097656,1.6445321277311744e-14,-5.669167518615723,-268.5724868774414,0.6700000166893005
22,myelin_03,1.7465859747620826e-14,-5.669167518615723,-285.23915100097656,1.950693668823899e-14,-5.669167518615723,-318.5724792480469,1.848639821792991e-14,-5.669167518615723,-301.9058151245117,0.6700000166893005
23,node_03,1.950693668823899e-14,-5.669167518615723,-318.5724792480469,1.9568168699996003e-14,-5.669167518615723,-319.5724792480469,1.9537552694117496e-14,-5.669167518615723,-319.0724792480469,0.6700000166893005
24,myelin_04,1.9568168699996003e-14,-5.669167518615723,-319.5724792480469,2.1609247052335745e-14,-5.669167518615723,-352.9058125813802,2.0588707876165874e-14,-5.669167518615723,-336.23914591471356,0.6700000166893005
25,myelin_04,2.1609247052335745e-14,-5.669167518615723,-352.9058125813802,2.3650325404675487e-14,-5.669167518615723,-386.2391459147135,2.2629786228505616e-14,-5.669167518615723,-369.5724792480469,0.6700000166893005
26,myelin_04,2.3650325404675487e-14,-5.669167518615723,-386.23914591471356,2.569140375701523e-14,-5.669167518615723,-419.5724792480469,2.467086458084536e-14,-5.669167518615723,-402.90581258138025,0.6700000166893005
27,node_04,2.569140375701523e-14,-5.669167518615723,-419.5724792480469,2.5752635768772243e-14,-5.669167518615723,-420.5724792480469,2.5722019762893737e-14,-5.669167518615723,-420.0724792480469,0.6700000166893005
28,myelin_05,2.5752635768772243e-14,-5.669167518615723,-420.5724792480469,2.7793713556423353e-14,-5.669167518615723,-453.9058024088542,2.67731746625978e-14,-5.669167518615723,-437.2391408284505,0.6700000166893005
29,myelin_05,2.7793713556423353e-14,-5.669167518615723,-453.9058024088542,2.983479134407446e-14,-5.669167518615723,-487.23912556966144,2.881425245024891e-14,-5.669167518615723,-470.5724639892578,0.6700000166893005
30,myelin_05,2.983479134407446e-14,-5.669167518615723,-487.2391255696615,3.1875869131725576e-14,-5.669167518615723,-520.5724487304688,3.085533023790002e-14,-5.669167518615723,-503.9057871500651,0.6700000166893005
31,node_05,3.1875869131725576e-14,-5.669167518615723,-520.5724487304688,3.1937102837548484e-14,-5.669167518615723,-521.5724487304688,3.190648598463703e-14,-5.669167518615723,-521.0724487304688,0.6700000166893005
32,basal1_0,4.0244957308885364e-16,-5.669167518615723,-6.572500228881836,-19.770000457763672,-42.78916931152344,-18.172502517700195,-9.812268194219277,-21.49931697283312,-15.464555556339809,1.5
33,basal1_01,-19.770000457763672,-42.78916931152344,-18.172502517700195,-29.153972929169868,-38.00674092069806,-29.01176170081443,-23.414975360504016,-43.36480664648424,-26.211706163724745,1.0
34,basal1_01,-29.153972929169868,-38.00674092069806,-29.01176170081443,-22.184965905123992,-24.650515804027485,-33.29020755948093,-27.770283274595585,-29.526265985488482,-28.848090805515948,0.5
35,basal1_01,-22.184965905123992,-24.650515804027485,-33.29020755948093,-26.335215566969904,-22.37086660553902,-49.45548299519846,-22.289622825813158,-24.23668888059535,-41.788204347562754,0.5
36,basal1_01,-26.335215566969904,-22.37086660553902,-49.45548299519846,-28.56989172864303,-17.26422299874385,-66.03862817624744,-27.61298267249974,-20.884684502487026,-57.951879342832804,0.5
37,basal1_01,-28.56989172864303,-17.26422299874385,-66.03862817624744,-30.540000915527344,-4.729166030883789,-73.10250091552734,-31.96036648152345,-11.9978488181287,-69.20846110237616,0.5
38,basal1_02,-19.770000457763672,-42.78916931152344,-18.172502517700195,-18.1200008392334,-50.929168701171875,-20.84250259399414,-18.1200008392334,-47.11112834962271,-18.04384338945735,0.5
39,basal1_021,-18.1200008392334,-50.929168701171875,-20.84250259399414,-24.416982459855273,-62.53302404655368,-29.087623130312444,-21.533337858748357,-56.37902044737413,-25.34892888359424,0.5
40,basal1_021,-24.416982459855273,-62.53302404655368,-29.087623130312444,-28.347412618216264,-74.85591681543117,-37.799932508213,-26.627261618046568,-69.30677318872203,-32.58961449274893,0.5
41,basal1_021,-28.347412618216264,-74.85591681543117,-37.799932508213,-27.966048077233417,-83.52961247151896,-49.992522061583,-28.442715238358012,-80.24279401108669,-42.93761717568315,0.5
42,basal1_021,-27.966048077233417,-83.52961247151896,-49.992522061583,-30.528850924252406,-90.45889507144616,-63.52622028652413,-30.14413726977517,-87.84226073450492,-56.18526767516756,0.5
43,basal1_021,-30.528850924252403,-90.45889507144616,-63.526220286524136,-32.232508735562334,-96.59296814616937,-77.52277430941902,-29.83910902696611,-94.047982890217,-70.39044278216456,0.5
44,basal1_021,-32.232508735562334,-96.59296814616937,-77.52277430941902,-33.65498343381397,-109.95970007030047,-84.79499909304931,-32.11419074542361,-102.7933278386219,-82.327775781319,0.5
45,basal1_021,-33.654983433813975,-109.95970007030049,-84.79499909304931,-36.41999816894531,-124.94916534423828,-86.76249694824219,-35.39497644382164,-117.63947211897884,-85.28879351556714,0.5
46,basal1_022,-18.1200008392334,-50.929168701171875,-20.84250259399414,-15.770307563845316,-63.22847370671317,-19.850734707195524,-20.185083497251735,-58.2061285741304,-19.72801239920065,0.5
47,basal1_022,-15.770307563845316,-63.22847370671317,-19.850734707195524,-20.58868525094512,-65.94439643829654,-31.165598539768883,-17.53115900786012,-66.09668190268313,-24.193534486005586,0.5
48,basal1_022,-20.58868525094512,-65.94439643829654,-31.165598539768883,-27.690259068294477,-62.74087400011733,-43.84758794260127,-23.195672319908073,-65.24005572849501,-38.31880218276436,0.5
49,basal1_022,-27.690259068294477,-62.74087400011733,-43.84758794260127,-33.65304036082439,-61.97011005057258,-57.50434032238372,-31.063644086459153,-61.13645847267513,-50.51893893815772,0.5
50,basal1_022,-33.65304036082439,-61.97011005057258,-57.504340322383726,-37.337692893235065,-66.38347802103671,-71.66121403707592,-35.58015492924484,-64.08084884857114,-64.5852152403949,0.5
51,basal1_022,-37.337692893235065,-66.38347802103671,-71.66121403707592,-37.941847072800606,-71.6131006155303,-85.87194159215233,-37.8236434024967,-68.37617238614074,-78.98382931879092,0.5
52,basal1_022,-37.941847072800606,-71.61310061553031,-85.87194159215233,-38.25,-80.13916778564453,-98.01249694824219,-38.081336978148364,-75.18490776609981,-92.63090127666253,0.5
53,basal2_0,4.0244957308885364e-16,-5.669167518615723,-6.572500228881836,0.7799999713897705,1.7708327770233154,-7.652500152587891,0.3899999856948854,-1.9491673707962036,-7.112500190734863,2.5
54,basal2_01,0.7799999713897705,1.7708327770233154,-7.652500152587891,17.520000457763672,22.43083381652832,-33.10249710083008,8.074721679803327,12.708890377555814,-19.71844850328047,1.0
55,basal2_011,17.520000457763672,22.43083381652832,-33.10249710083008,19.260000228881836,24.880834579467773,-57.6724967956543,16.001182390148347,23.166410727566184,-46.547076875081984,1.0
56,basal2_0111,19.260000228881836,24.880834579467773,-57.6724967956543,19.559999465942383,26.470834732055664,-79.0625,19.629869664848286,25.50273939989847,-68.38263592824063,0.5
57,basal2_01111,19.559999465942383,26.470834732055664,-79.0625,18.317246087697992,27.02545466474265,-92.81002572991686,17.210642721446465,26.930602804051837,-85.65399096318525,0.5
58,basal2_01111,18.317246087697992,27.02545466474265,-92.81002572991686,20.5933021408924,24.775023092791017,-106.82231360829387,19.43874873778567,26.54183936088736,-99.89499318965346,0.5
59,basal2_01111,20.5933021408924,24.775023092791017,-106.82231360829387,20.8980021075604,20.352859871923005,-120.566419809883,20.999518411794845,22.67647751140006,-113.70836637076248,0.5
60,basal2_01111,20.8980021075604,20.352859871923005,-120.566419809883,28.809746277906882,15.872644600098116,-131.38248124056963,24.222451803920087,18.120687010188256,-126.36595995042083,0.5
61,basal2_01111,28.809746277906886,15.872644600098113,-131.38248124056963,29.520000457763672,11.080833435058594,-139.44248962402344,34.45632492082248,13.552732153243273,-135.27819136025832,0.5
62,basal2_01112,19.559999465942383,26.470834732055664,-79.0625,5.433584520806209,27.211609597593117,-81.08958246634462,12.496791993374295,26.84122216482439,-80.0760412331723,0.5
63,basal2_01112,5.433584520806209,27.211609597593117,-81.08958246634462,-8.692830424329966,27.95238446313057,-83.11666493268925,-1.629622951761874,27.581997030361844,-82.10312369951693,0.5
64,basal2_01112,-8.69283042432997,27.95238446313057,-83.11666493268925,-22.819245369466145,28.693159328668024,-85.14374739903387,-15.756037896898057,28.322771895899297,-84.13020616586155,0.5
65,basal2_01112,-22.819245369466145,28.693159328668024,-85.14374739903387,-29.04914882279104,30.85292200952345,-93.24519413701654,-29.610772747106285,29.114157168741997,-86.35763912893387,0.5
66,basal2_01112,-29.04914882279104,30.85292200952345,-93.24519413701654,-26.261525241389638,32.975547207991724,-106.1912329532931,-29.315963123092594,32.288636938604654,-100.23954052432768,0.5
67,basal2_01112,-26.261525241389638,32.975547207991724,-106.1912329532931,-19.49581227418473,39.66636925500438,-116.16064734453961,-22.552812170160557,35.89542602489513,-111.18129473679102,0.5
68,basal2_01112,-19.49581227418473,39.66636925500438,-116.1606473445396,-16.9833191033384,37.259970478527265,-129.52243260121477,-18.278984446250828,39.42669136615727,-123.19735347460413,0.5
69,basal2_01112,-16.9833191033384,37.259970478527265,-129.52243260121477,-10.608204217387527,29.565319382161736,-138.81765447448322,-15.60047434680301,32.96230369913651,-135.06058655779344,0.5
70,basal2_01112,-10.608204217387538,29.56531938216174,-138.81765447448322,-0.7799997329711914,26.480833053588867,-148.7224884033203,-5.694101975179364,28.023076217875303,-143.77007143890177,0.5
71,basal2_0112,19.260000228881836,24.880834579467773,-57.6724967956543,18.84245229745957,22.480491244887858,-68.77372307188051,16.061001165383278,22.808365036055427,-63.26214857612622,0.5700270384585723
72,basal2_0112,18.84245229745957,22.480491244887858,-68.7737230718805,27.368822013948932,20.157035091152945,-78.4597532098654,22.88113434859705,22.24235645390495,-74.12115477395614,0.5
73,basal2_0112,27.368822013948932,20.157035091152945,-78.4597532098654,30.083617424088054,21.667200595031016,-91.50411967473559,29.02333449752538,20.561861851821007,-85.00739673857908,0.5
74,basal2_0112,30.083617424088054,21.667200595031016,-91.50411967473559,28.564418384152873,23.952594405751817,-104.14364748616953,30.287713740594935,23.78186136296514,-97.92747445037409,0.5
75,basal2_0112,28.56441838415287,23.952594405751817,-104.14364748616954,31.860000610351562,26.460832595825195,-115.14249420166016,28.188088832901702,24.22417267747813,-109.91876484880754,0.5
76,basal2_012,17.520000457763672,22.43083381652832,-33.10249710083008,18.360000610351562,27.220834732055664,-34.61249542236328,17.940000534057617,24.825834274291992,-33.85749626159668,1.0
77,basal2_0121,18.360000610351562,27.220834732055664,-34.61249542236328,20.373319881800093,41.43497286917031,-33.1733380585248,19.362767321893134,34.23966378542254,-34.45387762592381,0.5
78,basal2_0121,20.373319881800093,41.43497286917031,-33.1733380585248,22.90306829903861,54.951570408286734,-37.61033744445532,20.526630284541028,48.70081663252402,-34.11769398723347,0.5
79,basal2_0121,22.90306829903861,54.951570408286734,-37.61033744445532,23.34000015258789,69.6602105079673,-40.22211856778971,23.34000015258789,62.19416907387223,-39.13760760629082,0.5
80,basal2_0121,23.34000015258789,69.6602105079673,-40.22211856778971,16.924693932546496,81.26499983913014,-44.817467422414786,19.915413519743872,76.05005956709846,-41.49060651492244,0.5
81,basal2_0121,16.924693932546493,81.26499983913014,-44.81746742241479,17.651078782033473,90.59698262164349,-54.89388308778556,15.719628230323073,85.02787199307178,-51.244484500939706,0.5
82,basal2_0121,17.651078782033473,90.59698262164349,-54.89388308778556,22.023795479494908,104.58352857591666,-57.6778340970545,20.34494638191597,97.28186427488558,-56.791773792198036,0.5
83,basal2_0121,22.023795479494908,104.58352857591666,-57.6778340970545,27.65999984741211,115.54084014892578,-54.392494201660156,26.078669161511346,110.83383216075147,-58.21065012808671,0.5
84,basal2_02,0.7799999713897705,1.7708327770233154,-7.652500152587891,4.079999923706055,14.460833549499512,-12.8725004196167,3.5421770904146497,8.232652906997101,-9.452100901753214,1.6629766185038592
85,basal2_021,4.079999923706055,14.460833549499512,-12.8725004196167,10.418725265999694,19.8827760356402,-22.668317158737086,5.576028983942057,17.375243608896973,-18.637522812441517,0.5
86,basal2_021,10.418725265999694,19.8827760356402,-22.668317158737086,15.897428064844712,25.945970813421972,-31.87302149686905,15.558147863435947,22.666264767762275,-25.911386973775787,0.5
87,basal2_021,15.897428064844712,25.945970813421972,-31.87302149686905,25.741761645238793,28.905673573508796,-40.05032120226756,20.522705548236495,27.750919727225106,-35.9073645423568,0.5
88,basal2_021,25.741761645238793,28.905673573508796,-40.05032120226756,34.694121663530325,32.90587751123486,-49.28518271829716,30.41010922084712,30.70654845474103,-44.58118246514553,0.5
89,basal2_021,34.694121663530325,32.90587751123486,-49.28518271829716,45.25395950371312,34.831744773492005,-54.39435658675207,38.769510616917685,34.87314222248058,-54.267194232123394,0.5
90,basal2_021,45.25395950371312,34.831744773492005,-54.39435658675207,56.44736653081068,35.650077411616095,-57.911014167741,52.03365991300014,34.41869638111572,-53.86736287349641,0.5
91,basal2_021,56.44736653081068,35.650077411616095,-57.911014167741,65.26288267514204,40.66500461557507,-66.76251960080862,60.48631805072376,37.770116295132325,-62.861658030736926,0.5
92,basal2_021,65.26288267514204,40.66500461557507,-66.76251960080862,74.66961294429922,44.96050557109715,-75.4778593998947,69.9271808209622,43.190284380385336,-71.03610842913531,0.5
93,basal2_021,74.66961294429923,44.96050557109715,-75.47785939989473,84.91817875772735,47.77384702392896,-83.7290896313812,79.61051168264137,45.54373461686867,-80.08657156555554,0.5
94,basal2_021,84.91817875772735,47.77384702392896,-83.7290896313812,96.43788290412913,50.996470788835516,-90.20251883433349,90.57041921148378,49.44808894982734,-87.12059111441296,0.5
95,basal2_021,96.43788290412915,50.99647078883552,-90.20251883433349,106.59000668751766,56.533801053029975,-96.90879641418852,102.15647113971598,52.97602494322177,-93.15397808478839,0.5
96,basal2_021,106.59000668751766,56.533801053029975,-96.90879641418852,116.85679003487951,61.326507372810774,-104.24197023837333,111.39191057455564,59.480263740847796,-100.61717425466489,0.5
97,basal2_021,116.85679003487951,61.326507372810774,-104.24197023837333,123.9000015258789,60.32083511352539,-115.50249481201172,120.67876044263802,61.186759851752235,-109.56225498357804,0.5
98,basal2_022,4.079999923706055,14.460833549499512,-12.8725004196167,26.760000228881836,39.65083312988281,-24.232501983642578,4.385235007492211,32.184525008872555,-20.632243365186305,1.5
99,basal2_0221,26.760000228881836,39.65083312988281,-24.232501983642578,10.727271813238492,42.692031248462996,-24.136541035520537,18.743636021060162,41.171432189172904,-24.184521509581558,1.1309224627409145
100,basal2_0221,10.727271813238495,42.692031248462996,-24.136541035520537,6.5121964641759575,52.053212861377204,-30.382251376655013,5.311563378781696,45.656688424358364,-25.513121628216638,0.5
101,basal2_0221,6.5121964641759575,52.053212861377204,-30.382251376655013,9.230581309541769,64.09982657757533,-40.32782052480317,9.415984936438514,57.845897532429916,-35.34102553875916,0.5
102,basal2_0221,9.230581309541769,64.09982657757533,-40.32782052480317,12.637820760031035,73.75905113160371,-52.843224196216525,10.539036341525495,69.17014504479926,-46.44716360040681,0.5
103,basal2_0221,12.637820760031035,73.75905113160371,-52.843224196216525,18.233749625750534,82.21720351222335,-65.62158527064398,15.336940664979148,78.01854355267841,-59.25484483787308,0.5
104,basal2_0221,18.233749625750534,82.21720351222335,-65.62158527064398,23.472205689827057,90.53358951440404,-78.59605700788435,20.71798699668974,86.06925660077532,-72.37190941607966,0.5
105,basal2_0221,23.472205689827064,90.53358951440406,-78.59605700788435,23.358147012597662,98.24633012016365,-92.0508200179054,24.741518941749078,94.58768110291209,-85.37488385803685,0.5
106,basal2_0221,23.358147012597662,98.24633012016365,-92.0508200179054,26.94895408188604,106.59771573403567,-102.26609284229703,22.918079293553717,101.86156957140877,-97.37908651415154,0.5
107,basal2_0221,26.94895408188605,106.59771573403569,-102.26609284229704,31.80442082304498,114.5722909645798,-115.02252716755771,29.775780776252795,110.0255671341885,-108.58246940469603,0.5
108,basal2_0221,31.804420823044985,114.57229096457982,-115.02252716755774,34.21091208897514,126.99821920488391,-124.92171287644986,34.28357339021819,120.59970236121356,-119.90391850012885,0.5
109,basal2_0221,34.21091208897514,126.99821920488391,-124.92171287644986,39.720001220703125,140.42083740234375,-127.33250427246094,35.36188690610705,134.00293901920995,-128.74990352107176,0.5
110,basal2_0222,26.760000228881836,39.65083312988281,-24.232501983642578,21.059999465942383,51.21083450317383,-49.24250030517578,24.863978700324136,45.66297025017932,-36.83065037154173,1.0
111,basal2_02221,21.059999465942383,51.21083450317383,-49.24250030517578,25.616624774638723,60.841273350582874,-55.571657846801,24.15084592485374,56.33579098112221,-51.05415603964151,0.5
112,basal2_02221,25.616624774638723,60.841273350582874,-55.571657846801,21.20732061409559,69.69408621837808,-63.748622220395454,23.065408061722483,64.1253861371789,-60.65781004171644,0.5
113,basal2_02221,21.20732061409559,69.69408621837808,-63.748622220395454,19.712596977332968,77.47766830886872,-73.50728156900536,19.360464139109247,74.3991707556401,-68.05062083984674,0.5
114,basal2_02221,19.712596977332968,77.47766830886872,-73.50728156900536,20.00374438461723,80.96583389908814,-86.19459310097677,20.3304404474478,79.38359995429246,-79.75675985599369,0.5
115,basal2_02221,20.00374438461723,80.96583389908814,-86.19459310097677,21.022418217751675,88.18150628838887,-96.69058038956615,20.407273044264215,84.14843870796793,-91.98150405403617,0.5
116,basal2_02221,21.022418217751675,88.18150628838887,-96.69058038956615,22.671622001015105,100.93959023468756,-99.32038262858634,22.14161097695491,94.58173581382238,-98.04717946565982,0.5
117,basal2_02221,22.671622001015105,100.93959023468756,-99.32038262858634,17.010000228881836,112.7108383178711,-101.40249633789062,20.296218840767047,107.0704474058343,-100.20139307086735,0.5
118,basal2_02222,21.059999465942383,51.21083450317383,-49.24250030517578,21.143093204060126,59.36899182657732,-59.36788251573219,20.57429385826066,53.758240524953,-55.35819623774814,0.5
119,basal2_02222,21.143093204060126,59.36899182657732,-59.36788251573219,16.409909198340717,66.2586664855117,-70.02198546264738,19.278809492668326,62.90437800750532,-64.70317705492978,0.5
120,basal2_02222,16.409909198340717,66.2586664855117,-70.02198546264738,11.273597992159512,69.520398237225,-80.9978984282032,14.430579910933771,70.1481621566479,-75.37982187279837,0.5
121,basal2_02222,11.273597992159512,69.520398237225,-80.9978984282032,8.049084503651471,71.15760012137952,-91.46904255115814,6.515997022373629,67.8246468725662,-85.71873072773289,0.5
122,basal2_02222,8.049084503651473,71.15760012137952,-91.46904255115815,9.030000686645508,80.92786679227228,-97.47037192726204,11.510011896957419,75.71293058477497,-94.93222836036442,0.5
123,basal2_02222,9.030000686645508,80.92786679227228,-97.47037192726204,6.988926807497303,91.33932947287704,-105.20992052701365,9.030000686645508,85.99852247139182,-101.64031590864249,0.5
124,basal2_02222,6.988926807497303,91.33932947287704,-105.20992052701365,6.5400004386901855,102.74083709716797,-112.55250549316406,6.678367967136107,97.06048916455231,-108.7468023210254,0.5
125,basal3_0,4.0244957308885364e-16,-5.669167518615723,-6.572500228881836,-0.34999990463256836,-14.859167098999023,-12.15250015258789,-0.17499995231628399,-10.264167308807373,-9.362500190734863,1.7699999809265137
126,basal3_01,-0.34999990463256836,-14.859167098999023,-12.15250015258789,-0.34999990463256836,-15.389167785644531,-17.052499771118164,-0.34999990463256836,-15.124167442321777,-14.602499961853027,1.5
127,basal3_011,-0.34999990463256836,-15.389167785644531,-17.052499771118164,3.4000000953674316,-15.899168014526367,-59.39249801635742,0.13213226629466535,-19.26263067115048,-38.36857088527302,1.0
128,basal3_0111,3.4000000953674316,-15.899168014526367,-59.39249801635742,7.539999961853027,-16.879167556762695,-79.38249969482422,5.4561776302930305,-14.650716713252955,-69.5628419966142,1.0
129,basal3_01111,7.539999961853027,-16.879167556762695,-79.38249969482422,9.34000015258789,-18.979167938232422,-96.47249603271484,8.749690441754865,-18.001491434352605,-87.89737443997055,1.0
130,basal3_011111,9.34000015258789,-18.979167938232422,-96.47249603271484,14.110000610351562,-19.50916862487793,-101.37249755859375,11.725000381469727,-19.244168281555176,-98.9224967956543,0.75
131,basal3_0111111,14.110000610351562,-19.50916862487793,-101.37249755859375,20.080001831054688,-17.609167098999023,-121.32250213623047,16.944175139940622,-17.7151442562883,-111.31596565166686,0.5
132,basal3_0111112,14.110000610351562,-19.50916862487793,-101.37249755859375,13.655855059581588,-24.580162637571977,-114.36003909144323,13.68318021328527,-21.79123405932055,-108.01951404924647,0.5
133,basal3_0111112,13.655855059581587,-24.580162637571977,-114.36003909144323,15.345704779393936,-32.8759748071119,-125.55192964848959,14.874262488346055,-28.9496255115015,-119.74484215713855,0.5
134,basal3_0111112,15.345704779393936,-32.8759748071119,-125.55192964848959,18.490796079693258,-40.56860763397377,-136.62209339084728,15.707224382582494,-36.702535730015114,-131.43768955184092,0.5
135,basal3_0111112,18.490796079693258,-40.56860763397377,-136.62209339084728,21.850231886030745,-47.37788963081365,-147.53672910516005,21.274367776804024,-44.43467953793243,-141.80649722985368,0.5
136,basal3_0111112,21.850231886030745,-47.37788963081365,-147.53672910516005,19.84000015258789,-54.999168395996094,-158.20249938964844,19.84000015258789,-49.546291812095184,-153.74840425301477,0.5
137,basal3_01111121,19.84000015258789,-54.999168395996094,-158.20249938964844,24.426926111689927,-60.77746230980347,-164.3996203746446,23.716801316730884,-58.579383612488876,-160.37040621381115,0.5
138,basal3_01111121,24.426926111689927,-60.77746230980347,-164.39962037464457,27.543368756965506,-63.78261649093358,-171.78739183513508,22.880259893874904,-61.99053562252551,-169.75532994570887,0.5
139,basal3_01111121,27.543368756965506,-63.78261649093358,-171.78739183513508,30.196791616449982,-64.86444382929633,-179.5930674716223,30.601776360120255,-64.93207975748521,-174.66475535369221,0.5
140,basal3_01111121,30.196791616449982,-64.86444382929633,-179.5930674716223,39.33185289117375,-67.6543842320712,-185.83456417512534,34.76432225381187,-66.25941403068376,-182.7138158233738,0.5
141,basal3_01111121,39.33185289117375,-67.6543842320712,-185.83456417512534,44.59000015258789,-69.06917572021484,-195.60250854492188,42.29945496594585,-68.48185667137784,-190.4106103040294,0.5
142,basal3_01111122,19.84000015258789,-54.999168395996094,-158.20249938964844,23.50607944134894,-52.55505347504022,-167.93981578921677,20.755131218763847,-53.42268087293116,-163.42414218787815,0.5
143,basal3_01111122,23.50607944134894,-52.55505347504021,-167.93981578921677,23.06827819948178,-55.9305198858617,-177.61928953331162,23.772464594084123,-54.94809712297552,-172.6495706393782,0.5
144,basal3_01111122,23.06827819948178,-55.9305198858617,-177.61928953331162,20.94999885559082,-51.98917007446289,-187.55250549316406,21.698468295581655,-54.67955224215784,-182.82957091463328,0.5
145,basal3_011112,9.34000015258789,-18.979167938232422,-96.47249603271484,-5.899999618530273,-17.609167098999023,-109.29249572753906,-6.523489134784425,-24.073111214543847,-97.15110461757124,0.5593475197952135
146,basal3_0111121,-5.899999618530273,-17.609167098999023,-109.29249572753906,-17.449999491373696,-16.135834058125813,-108.77249654134114,-11.674999554951984,-16.87250057856242,-109.03249613444011,0.5
147,basal3_0111121,-17.4499994913737,-16.135834058125813,-108.77249654134114,-28.99999936421712,-14.662501017252605,-108.25249735514323,-23.22499942779541,-15.399167537689209,-108.51249694824219,0.5
148,basal3_0111121,-28.999999364217125,-14.662501017252604,-108.25249735514323,-40.54999923706055,-13.189167976379395,-107.73249816894531,-34.77499930063884,-13.925834496815998,-107.99249776204427,0.5
149,basal3_0111122,-5.899999618530273,-17.609167098999023,-109.29249572753906,-17.372736064735413,-18.52685585332289,-112.04229674398076,-11.636367841632843,-18.068011476160954,-110.66739623575991,0.5
150,basal3_0111122,-17.37273606473541,-18.52685585332289,-112.04229674398076,-28.84547251094055,-19.444544607646755,-114.79209776042246,-23.10910428783798,-18.98570023048482,-113.41719725220162,0.5
151,basal3_0111122,-28.84547251094055,-19.444544607646755,-114.79209776042246,-40.318208957145686,-20.362233361970617,-117.54189877686417,-34.58184073404312,-19.903388984808686,-116.16699826864331,0.5
152,basal3_0111122,-40.318208957145686,-20.362233361970617,-117.54189877686417,-40.16675974208913,-19.62371819316769,-128.18544248432772,-39.10710227927922,-20.19593419323042,-122.3926451204823,0.5
153,basal3_0111122,-40.16675974208913,-19.623718193167687,-128.18544248432772,-40.54999923706055,-16.469167709350586,-137.6024932861328,-40.56027721024278,-19.42574244666473,-134.06364815779813,0.5
154,basal3_01112,7.539999961853027,-16.879167556762695,-79.38249969482422,8.59000015258789,-26.16916847229004,-89.4324951171875,8.396924204131274,-21.318850879465735,-84.57301180330334,0.5919409111352104
155,basal3_011121,8.59000015258789,-26.16916847229004,-89.4324951171875,-4.476392868694619,-28.23228278760547,-91.01691736536218,2.056803641946636,-27.200725629947755,-90.22470624127483,0.5
156,basal3_011121,-4.476392868694621,-28.23228278760547,-91.01691736536218,-13.061400857690286,-31.56940075556131,-97.84645303080676,-10.863862158122217,-29.305268434620324,-91.97969089320243,0.5
157,basal3_011121,-13.061400857690288,-31.569400755561315,-97.84645303080676,-19.189998626708984,-34.749168395996094,-108.15249633789062,-16.771073436950612,-33.11281532568613,-102.85826833161687,0.5
158,basal3_0111211,-19.189998626708984,-34.749168395996094,-108.15249633789062,-24.98830050121439,-35.13179146358301,-119.41655634599437,-20.90409921663101,-34.91907269739374,-114.34534173904136,0.5
159,basal3_0111211,-24.988300501214393,-35.13179146358301,-119.41655634599437,-29.265989042120964,-36.20528567447069,-131.60998797095345,-27.581716875694806,-35.514432146263886,-125.37155063269051,0.5
160,basal3_0111211,-29.265989042120964,-36.20528567447069,-131.60998797095345,-33.709999084472656,-33.369171142578125,-142.5225067138672,-30.782433581147796,-36.862728486320655,-137.86766146338033,0.5
